"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value","id"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62823,"Titanium Oxides",862986911,"62823"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62824,"Lead Oxides",150979341,"62824"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62825,"Inorganic Salts",5311243530,"62825"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62826,"Fluorides",1273772026,"62826"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62827,"Chlorides",2933773354,"62827"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62828,"Hypochlorites",647383080,"62828"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62829,"Chlorates and Perchlorates",649635474,"62829"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62830,"Sulfides",495685033,"62830"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62831,"Dithionites and Sulfoxylates",290697292,"62831"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62832,"Sulfites",514152161,"62832"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62833,"Sulfates",4337331333,"62833"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62834,"Nitrites and Nitrates",1257908386,"62834"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62835,"Phosphinates and Phosphonates",3626996965,"62835"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62836,"Carbonates",8186484789,"62836"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62837,"Cyanides",1201752798,"62837"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62839,"Silicates",688855133,"62839"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62840,"Borates",894883877,"62840"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62841,"Oxometallic or Peroxometallic Acid Salts",3702092893,"62841"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62842,"Other Inorganic Acids Salts",1253446767,"62842"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62843,"Precious Metal Compounds",7542902399,"62843"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62844,"Radioactive Chemicals",10972878670,"62844"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62845,"Other Isotopes",560199154,"62845"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62846,"Rare-Earth Metal Compounds",1335694898,"62846"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62847,"Hydrogen peroxide",878991247,"62847"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62848,"Phosphides",152267,"62848"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62849,"Carbides",1994984698,"62849"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62850,"Hydrides and other anions",685745104,"62850"
6,"Chemical Products",628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62851,"Inorganic Compounds",1932643689,"62851"
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",25020890753,"62901"
6,"Chemical Products",629,"Organic chemicals",62902,"Cyclic Hydrocarbons",45662741499,"62902"
6,"Chemical Products",629,"Organic chemicals",62903,"Halogenated Hydrocarbons",11215114443,"62903"
6,"Chemical Products",629,"Organic chemicals",62904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",1989385899,"62904"
6,"Chemical Products",629,"Organic chemicals",62905,"Acyclic Alcohols",30502754495,"62905"
6,"Chemical Products",629,"Organic chemicals",62906,"Cyclic Alcohols",2411360073,"62906"
6,"Chemical Products",629,"Organic chemicals",62907,"Phenols",6679074551,"62907"
6,"Chemical Products",629,"Organic chemicals",62908,"Phenol Derivatives",773908891,"62908"
6,"Chemical Products",629,"Organic chemicals",62909,"Ethers",13435261157,"62909"
6,"Chemical Products",629,"Organic chemicals",62910,"Epoxides",3750803758,"62910"
6,"Chemical Products",629,"Organic chemicals",62911,"Acetals and Hemiacetals",83452887,"62911"
6,"Chemical Products",629,"Organic chemicals",62912,"Aldehydes",2467232988,"62912"
6,"Chemical Products",629,"Organic chemicals",62913,"Aldehyde Derivatives",98046119,"62913"
6,"Chemical Products",629,"Organic chemicals",62914,"Ketones and Quinones",6401734677,"62914"
6,"Chemical Products",629,"Organic chemicals",62915,"Saturated Acyclic Monocarboxylic Acids",14351372995,"62915"
6,"Chemical Products",629,"Organic chemicals",62916,"Unsaturated Acyclic Monocarboxylic Acids",10535489903,"62916"
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",14820399484,"62917"
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",8162580292,"62918"
6,"Chemical Products",629,"Organic chemicals",62919,"Phosphoric Esters and Salts",947574121,"62919"
6,"Chemical Products",629,"Organic chemicals",62920,"Other Esters",1681878274,"62920"
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",9744814582,"62921"
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",17994531905,"62922"
6,"Chemical Products",629,"Organic chemicals",62923,"Quaternary Ammonium Salts and Hydroxides",2352487692,"62923"
6,"Chemical Products",629,"Organic chemicals",62924,"Carboxyamide Compounds",8346771358,"62924"
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",1551549876,"62925"
6,"Chemical Products",629,"Organic chemicals",62926,"Nitrile Compounds",6177900105,"62926"
6,"Chemical Products",629,"Organic chemicals",62927,"Diazo, Azo or Aoxy Compounds",595666668,"62927"
6,"Chemical Products",629,"Organic chemicals",62928,"Hydrazine or Hydroxylamine Derivatives",1356894008,"62928"
6,"Chemical Products",629,"Organic chemicals",62929,"Other Nitrogen Compounds",5425144108,"62929"
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",7305868169,"62930"
6,"Chemical Products",629,"Organic chemicals",62931,"Other Organo-Inorganic Compounds",7124314414,"62931"
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",8238800718,"62932"
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",83703107542,"62933"
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",19083984464,"62934"
6,"Chemical Products",629,"Organic chemicals",62935,"Sulfonamides",11056211192,"62935"
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",8207655167,"62936"
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",18390003175,"62937"
6,"Chemical Products",629,"Organic chemicals",62938,"Glycosides",1376185254,"62938"
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",1849651071,"62939"
6,"Chemical Products",629,"Organic chemicals",62940,"Chemically Pure Sugars",1083936916,"62940"
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",12200733458,"62941"
6,"Chemical Products",629,"Organic chemicals",62942,"Other Organic Compounds",1543921675,"62942"
6,"Chemical Products",630,"Pharmaceutical products",63001,"Glands and Other Organs",4564700190,"63001"
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",207298858959,"63002"
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",11468552208,"63003"
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",389275306444,"63004"
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",8581058278,"63005"
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",15185001402,"63006"
6,"Chemical Products",631,"Fertilizers",63101,"Animal or Vegetable Fertilizers",904422177,"63101"
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",23704455373,"63102"
6,"Chemical Products",631,"Fertilizers",63103,"Phosphatic Fertilizers",1866802128,"63103"
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",16188642542,"63104"
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",23892711530,"63105"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,"Vegetable Tanning Extracts",340021579,"63201"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,"Synthetic Tanning Extracts",655277419,"63202"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63203,"Vegetable or Animal Dyes",1413728756,"63203"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",14332441323,"63204"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63205,"Lake Pigments",264951024,"63205"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",14245553979,"63206"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",4369688659,"63207"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",14774356793,"63208"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63209,"Aqueous Paints",6577166559,"63209"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63210,"Other Paints",747819596,"63210"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63211,"Prepared Paint Driers",236984406,"63211"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63212,"Nonaqueous Pigments",2365589344,"63212"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63213,"Artistry Paints",778403232,"63213"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,"Glaziers Putty",8824016303,"63214"
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,"Ink",12932541993,"63215"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,"Essential Oils",6314829607,"63301"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63302,"Scented Mixtures",26076471803,"63302"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63303,"Perfumes",19119476349,"63303"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",56677041437,"63304"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,"Hair Products",14717169840,"63305"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,"Dental Products",5906662588,"63306"
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",12847083883,"63307"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63401,"Soap",7005414305,"63401"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",36290002915,"63402"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63403,"Lubricating Products",9880519204,"63403"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63404,"Waxes",2769035845,"63404"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63405,"Polishes and Creams",2358656398,"63405"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63406,"Candles",3221672586,"63406"
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63407,"Pastes and Waxes",1063501530,"63407"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63501,"Casein",2017812087,"63501"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63502,"Water Soluble Proteins",1649668241,"63502"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63503,"Gelatin",2009543744,"63503"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63504,"Peptones",3187083333,"63504"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63505,"Dextrins",3795418900,"63505"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63506,"Glues",12051731660,"63506"
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63507,"Enzymes",5556560718,"63507"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63601,"Propellant Powders",345189214,"63601"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63602,"Prepared Explosives",963229171,"63602"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63603,"Detonating Fuses",1772298210,"63603"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63604,"Fireworks",1371484990,"63604"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63605,"Matches",175433860,"63605"
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63606,"Pyrophoric Alloys",299156989,"63606"
6,"Chemical Products",637,"Photographic or cinematographic goods",63701,"Photographic Plates",4644547595,"63701"
6,"Chemical Products",637,"Photographic or cinematographic goods",63702,"Photographic Film",1498287833,"63702"
6,"Chemical Products",637,"Photographic or cinematographic goods",63703,"Photographic Paper",611887648,"63703"
6,"Chemical Products",637,"Photographic or cinematographic goods",63704,"Undeveloped Exposed Photographic Material",29085847,"63704"
6,"Chemical Products",637,"Photographic or cinematographic goods",63705,"Developed Exposed Photographic Material",1690271222,"63705"
6,"Chemical Products",637,"Photographic or cinematographic goods",63706,"Motion-picture film, exposed and developed",9516097,"63706"
6,"Chemical Products",637,"Photographic or cinematographic goods",63707,"Photographic Chemicals",6976718908,"63707"
6,"Chemical Products",638,"Chemical products n.e.s.",63801,"Artificial Graphite",2702099774,"63801"
6,"Chemical Products",638,"Chemical products n.e.s.",63802,"Activated Carbon",2719197877,"63802"
6,"Chemical Products",638,"Chemical products n.e.s.",63803,"Tall Oil",265214234,"63803"
6,"Chemical Products",638,"Chemical products n.e.s.",63804,"Wood Pulp Lyes",427751761,"63804"
6,"Chemical Products",638,"Chemical products n.e.s.",63805,"Turpentine",513345571,"63805"
6,"Chemical Products",638,"Chemical products n.e.s.",63806,"Rosin",1285300962,"63806"
6,"Chemical Products",638,"Chemical products n.e.s.",63807,"Wood Tar, Oils and Pitch",126479028,"63807"
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",36377769285,"63808"
6,"Chemical Products",638,"Chemical products n.e.s.",63809,"Dyeing Finishing Agents",4662624109,"63809"
6,"Chemical Products",638,"Chemical products n.e.s.",63810,"Metal Pickling Preparations",1672751354,"63810"
6,"Chemical Products",638,"Chemical products n.e.s.",63811,"Antiknock",12453689361,"63811"
6,"Chemical Products",638,"Chemical products n.e.s.",63812,"Prepared Rubber Accelerators",4596025788,"63812"
6,"Chemical Products",638,"Chemical products n.e.s.",63813,"Fire Extinguishers Preparations",285060214,"63813"
6,"Chemical Products",638,"Chemical products n.e.s.",63814,"Organic Composite Solvents",1946667238,"63814"
6,"Chemical Products",638,"Chemical products n.e.s.",63815,"Reaction and Catalytic Products",21681970526,"63815"
6,"Chemical Products",638,"Chemical products n.e.s.",63816,"Refractory Cements",2392246396,"63816"
6,"Chemical Products",638,"Chemical products n.e.s.",63817,"Alkylbenzenes and Alkylnaphthalenes",2355421677,"63817"
6,"Chemical Products",638,"Chemical products n.e.s.",63818,"Disc Chemicals for Electronics",14382696597,"63818"
6,"Chemical Products",638,"Chemical products n.e.s.",63819,"Hydraulic Brake Fluid",893603395,"63819"
6,"Chemical Products",638,"Chemical products n.e.s.",63820,"Antifreeze",1328276712,"63820"
6,"Chemical Products",638,"Chemical products n.e.s.",63821,"Micro-Organism Culture Preparations",2530382405,"63821"
6,"Chemical Products",638,"Chemical products n.e.s.",63822,"Laboratory Reagents",28267397175,"63822"
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",57351823604,"63823"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73901,"Ethylene Polymers",78248309569,"73901"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73902,"Propylene Polymers",44026196305,"73902"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73903,"Styrene Polymers",20610183988,"73903"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73904,"Vinyl Chloride Polymers",19032887381,"73904"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73905,"Other Vinyl Polymers",5165811393,"73905"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73906,"Acrylic Polymers",16452123153,"73906"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73907,"Polyacetals",58533386420,"73907"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73908,"Polyamides",15035627161,"73908"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73909,"Amino-resins",16185096142,"73909"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73910,"Silicone",7932332320,"73910"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73911,"Petroleum Resins",6737188375,"73911"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73912,"Cellulose",5855242835,"73912"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73913,"Natural Polymers",2608223792,"73913"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73914,"Polymer Ion-Exchangers",1770009752,"73914"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73915,"Scrap Plastic",3165524364,"73915"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73916,"Monofilament",5811578650,"73916"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73917,"Plastic Pipes",26598315435,"73917"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73918,"Plastic Floor Coverings",10480973696,"73918"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73919,"Self-adhesive Plastics",21696089520,"73919"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73920,"Raw Plastic Sheeting",58560218438,"73920"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73921,"Other Plastic Sheetings",27794874520,"73921"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73922,"Plastic Wash Basins",4303412841,"73922"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73923,"Plastic Lids",56543074099,"73923"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73924,"Plastic Housewares",19865356696,"73924"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73925,"Plastic Building Materials",12004501728,"73925"
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73926,"Other Plastic Products",82779765811,"73926"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74001,"Rubber",13643148741,"74001"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74002,"Synthetic Rubber",24407437929,"74002"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74003,"Reclaimed Rubber",486953024,"74003"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74004,"Scrap Rubber",268217296,"74004"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74005,"Compounded Unvulcanised Rubber",5961052663,"74005"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74006,"Unvulcanised Rubber Products",487719140,"74006"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74007,"Rubber Thread",581448331,"74007"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74008,"Rubber Sheets",4409110329,"74008"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74009,"Rubber Pipes",10661408360,"74009"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74010,"Rubber Belting",5766421676,"74010"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74011,"Rubber Tires",80778083278,"74011"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74012,"Used Rubber Tires",2623906722,"74012"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74013,"Rubber Inner Tubes",1107389545,"74013"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74014,"Pharmaceutical Rubber Products",1233682656,"74014"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74015,"Rubber Apparel",8544830462,"74015"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74016,"Other Rubber Products",27902746817,"74016"
7,"Plastics and Rubbers",740,"Rubber and articles thereof",74017,"Hard Rubber",257252921,"74017"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84101,"Equine and Bovine Hides",323157670,"84101"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84102,"Sheep Hides",518032928,"84102"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84103,"Other Hides and Skins",480966639,"84103"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84104,"Tanned Equine and Bovine Hides",15323626195,"84104"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84105,"Tanned Sheep Hides",906557459,"84105"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84106,"Tanned Goat Hides",564229814,"84106"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84107,"Leather of Other Animals",861262807,"84107"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84108,"Chamois Leather",171551082,"84108"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84109,"Patent Leather",402504940,"84109"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84110,"Leather Waste",40962790,"84110"
8,"Animal Hides",841,"Raw hides and skins (other than furskins) and leather",84111,"Leather Sheets",262122897,"84111"
8,"Animal Hides",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84201,"Saddlery",1768306893,"84201"
8,"Animal Hides",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84202,"Trunks and Cases",66828471852,"84202"
8,"Animal Hides",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84203,"Leather Apparel",7385094048,"84203"
8,"Animal Hides",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84205,"Other Leather Articles",3023301622,"84205"
8,"Animal Hides",842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84206,"Articles of Gut",57799914,"84206"
8,"Animal Hides",843,"Furskins and artificial fur; manufactures thereof",84301,"Raw Furskins",2030067501,"84301"
8,"Animal Hides",843,"Furskins and artificial fur; manufactures thereof",84302,"Tanned Furskins",1363387510,"84302"
8,"Animal Hides",843,"Furskins and artificial fur; manufactures thereof",84303,"Furskin Apparel",1773849891,"84303"
8,"Animal Hides",843,"Furskins and artificial fur; manufactures thereof",84304,"Artificial Fur",97676318,"84304"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94401,"Fuel Wood",10772583336,"94401"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94402,"Wood Charcoal",1416818202,"94402"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94403,"Rough Wood",15094116662,"94403"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94404,"Wood Stakes",303377874,"94404"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94405,"Wood Wool",81744254,"94405"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94406,"Railroad Ties",597308980,"94406"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94407,"Sawn Wood",36746883108,"94407"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94408,"Veneer Sheets",3637592805,"94408"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94409,"Shaped Wood",5036047461,"94409"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94410,"Particle Board",8110371964,"94410"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94411,"Wood Fiberboard",10193404906,"94411"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94412,"Plywood",14819662821,"94412"
9,"Wood Products",944,"Wood and articles of wood; wood charcoal",94413,"Densified Wood",331380852,"94413"
